"CellType","marker"
"glial cell","B4GALNT1"
"glial cell","EPB41L4B"
"glial cell","CCL2"
"glial cell","COL18A1"
"glial cell","ID4"
"glial cell","RND3"
"glial cell","STARD13"
"glial cell","THSD7A"
"glial cell","NR2F1"
"glial cell","NES"
"glial cell","NDN"
"glial cell","DOK6"
"glial cell","GLRB"
"glial cell","ARHGAP39"
"glial cell","MAP1B"
"glial cell","FSTL1"
"glial cell","ZFHX4"
"glial cell","KCNS3"
"glial cell","CADM3"
"glial cell","CCL4L2"
"glial cell","TPPP3"
"glial cell","TIMP2"
"glial cell","TEAD1"
"glial cell","DLC1"
"glial cell","BAALC"
"glial cell","CDH2"
"glial cell","GNG12"
"glial cell","SLITRK5"
"glial cell","HOXD8"
"glial cell","TVP23A"
"glial cell","CALD1"
"glial cell","ADIRF"
"glial cell","SORBS1"
"glial cell","COL6A1"
"glial cell","AEBP1"
"glial cell","CD151"
"glial cell","NTRK3"
"glial cell","PTPRS"
"glial cell","RBP1"
"glial cell","AXL"
"glial cell","CLDN11"
"glial cell","CDC42EP1"
"glial cell","SEMA6D"
"glial cell","STEAP1B"
"glial cell","LOXL3"
"glial cell","SERPING1"
"glial cell","PPP1R9A"
"glial cell","NEGR1"
"glial cell","C1QTNF4"
"glial cell","PDZD4"
"glial cell","NOVA1"
"glial cell","CNRIP1"
"glial cell","LAMP5"
"glial cell","PARVA"
"glial cell","DDR2"
"glial cell","AK5"
"glial cell","ME3"
"glial cell","CLIP3"
"glial cell","PPP2R2B"
"glial cell","FMN2"
"glial cell","RBX1"
"glial cell","DYNLRB1"
"glial cell","GNG2"
"glial cell","STK32A"
"glial cell","SAT2"
"glial cell","XAF1"
"glial cell","ITGB1BP1"
"glial cell","ARHGEF26"
"glial cell","HMG20B"
"glial cell","PFDN1"
"glial cell","DCTN6"
"glial cell","TMX2"
"glial cell","ABCA2"
"glial cell","USP53"
"glial cell","FADS3"
"glial cell","REC8"
"glial cell","CORO2B"
"glial cell","ACP6"
"glial cell","PAQR8"
"glial cell","KCTD11"
"glial cell","VAT1L"
"glial cell","AQP11"
"glial cell","FAM78B"
"glial cell","CERS1"
"glial cell","PCDH9"
"glial cell","APOA1"
"glial cell","MEGF9"
"glial cell","SIPA1L2"
"glial cell","ARHGEF10"
"glial cell","CIT"
"glial cell","PTX3"
"glial cell","SH3BGR"
"glial cell","NCAM2"
"glial cell","FGF7"
"glial cell","ANK3"
"glial cell","NAV3"
"glial cell","BRSK1"
"glial cell","ASPHD1"
"glial cell","HAND2"
"glial cell","HAND2-AS1"
"glial cell","MSI1"
"glial cell","L1TD1"
"glial cell","TGFB1I1"
"glial cell","FHOD3"
"glial cell","SLC16A4"
"glial cell","NRCAM"
"glial cell","ANK2"
"glial cell","CNIH3"
"glial cell","ATP1B2"
"glial cell","TET1"
"glial cell","FGF2"
"glial cell","ARHGAP23"
"glial cell","KLHL29"
"glial cell","ABLIM3"
"glial cell","PCDH1"
"glial cell","GAL3ST4"
"glial cell","CHADL"
"glial cell","CYB5R2"
"glial cell","DTX4"
"glial cell","LRRC24"
"glial cell","DUSP15"
"glial cell","NTRK2"
"glial cell","ASTN2"
"glial cell","SFRP1"
"glial cell","FERMT2"
"glial cell","HEY1"
"glial cell","JAM3"
"glial cell","PEG10"
"glial cell","SASH1"
"glial cell","TPST1"
"glial cell","FKBP10"
"glial cell","RBMS3"
"glial cell","DCBLD2"
"glial cell","ARC"
"glial cell","TTLL7"
"glial cell","SORBS2"
"glial cell","OLFML3"
"glial cell","RASAL2"
"glial cell","KANK2"
"glial cell","TSPAN6"
"glial cell","DIXDC1"
"glial cell","CDK18"
"glial cell","BCAR1"
"glial cell","PCGF2"
"glial cell","EPB41L3"
"glial cell","CREB5"
"glial cell","NRP2"
"glial cell","ECM1"
"glial cell","AKAP12"
"glial cell","SSPN"
"glial cell","MMP14"
"glial cell","CYP27A1"
"glial cell","SEMA3C"
"glial cell","ARHGAP19"
"glial cell","LBX2-AS1"
"glial cell","DGUOK-AS1"
"glial cell","KIF1A"
"glial cell","B4GALNT4"
"glial cell","ADAMTS7"
"glial cell","EFR3B"
"glial cell","RND2"
"glial cell","CELSR2"
"glial cell","RECQL4"
"glial cell","MMP15"
"glial cell","CAPN5"
"glial cell","NFIB"
"glial cell","FAXDC2"
"glial cell","KCTD1"
"glial cell","TNFRSF19"
"glial cell","AGAP2-AS1"
"glial cell","NRSN2"
"glial cell","GSTA4"
"glial cell","TMEM98"
"glial cell","PHLDB1"
"glial cell","TUSC3"
"glial cell","SMTN"
"glial cell","C11orf96"
"glial cell","PKIB"
"glial cell","CYBRD1"
"glial cell","PPFIBP1"
"glial cell","LIMS2"
"glial cell","FMNL2"
"glial cell","PDK4"
"glial cell","LRP1"
"glial cell","FAM114A1"
"glial cell","CDC42EP4"
"glial cell","ARHGEF40"
"glial cell","SFXN5"
"glial cell","GABBR1"
"glial cell","BPGM"
"glial cell","APC2"
"glial cell","GRK4"
"glial cell","HDHD2"
"glial cell","FAM222A"
"glial cell","DHX58"
"glial cell","SDK2"
"glial cell","MEGF8"
"glial cell","IL11RA"
"glial cell","ZNF219"
"glial cell","C16orf86"
"glial cell","HEXIM2"
"glial cell","IL17RE"
"glial cell","THAP8"
"glial cell","ARVCF"
"glial cell","RDH5"
"glial cell","LCAT"
"glial cell","CNR1"
"glial cell","CAPN3"
"glial cell","C12orf60"
"glial cell","ZNF334"
"glial cell","EGFL8"
"glial cell","MGAT3"
"glial cell","LRRTM2"
"glial cell","PRRT3-AS1"
"glial cell","TRIM58"
"glial cell","DEPDC7"
"glial cell","TRAM1L1"
"glial cell","CCDC152"
"glial cell","SHISA9"
"glial cell","KCNK12"
"glial cell","ACHE"
"glial cell","RHEBL1"
"glial cell","NPB"
"glial cell","KRBA1"
"glial cell","RGS9"
"glial cell","SOX6"
"glial cell","P2RX7"
"glial cell","HDAC11"
"glial cell","REEP2"
"glial cell","PINLYP"
"glial cell","FBLN2"
"glial cell","UCHL1"
"glial cell","OBSL1"
"glial cell","CSRP2"
"glial cell","NRBP2"
"glial cell","MICAL3"
"glial cell","ERBB2"
"glial cell","SGCB"
"glial cell","TULP3"
"glial cell","AGRN"
"glial cell","CBY1"
"glial cell","P4HA2"
"glial cell","ITPR3"
"glial cell","CNPY4"
"glial cell","PFN2"
"glial cell","IGFBP5"
"glial cell","PLTP"
"glial cell","KCTD12"
"glial cell","CTSF"
"macrophage","FTL"
"macrophage","APOE"
"macrophage","SPP1"
"macrophage","APOC1"
"macrophage","C1QB"
"macrophage","C1QA"
"macrophage","PSAP"
"macrophage","NPC2"
"macrophage","C1QC"
"macrophage","CTSB"
"macrophage","GRN"
"macrophage","CD68"
"macrophage","CTSL"
"macrophage","CTSZ"
"macrophage","GSTO1"
"macrophage","LIPA"
"macrophage","VSIG4"
"macrophage","MS4A4A"
"macrophage","CREG1"
"macrophage","MSR1"
"macrophage","CD163"
"macrophage","MFSD1"
"macrophage","PLA2G7"
"macrophage","OTOA"
"macrophage","TYROBP"
"macrophage","FCER1G"
"macrophage","CTSD"
"macrophage","CTSS"
"macrophage","CAPG"
"macrophage","CD14"
"macrophage","GPNMB"
"macrophage","FCGRT"
"macrophage","ATP6V1F"
"macrophage","SLC1A3"
"macrophage","MS4A7"
"macrophage","LGMN"
"macrophage","HMOX1"
"macrophage","SLC11A1"
"macrophage","SLC7A7"
"macrophage","NPL"
"macrophage","HNMT"
"macrophage","FCGR1A"
"macrophage","SLCO2B1"
"macrophage","GM2A"
"macrophage","FTH1"
"macrophage","HLA-DRA"
"macrophage","HLA-DPA1"
"macrophage","HLA-DRB1"
"macrophage","CSTB"
"macrophage","LAPTM5"
"macrophage","GLUL"
"macrophage","HLA-DMA"
"macrophage","TSPO"
"macrophage","ASAH1"
"macrophage","SDCBP"
"macrophage","ACP5"
"macrophage","LILRB4"
"macrophage","CYBB"
"macrophage","LY96"
"macrophage","FCGR2A"
"macrophage","OLR1"
"macrophage","DAB2"
"macrophage","C5AR1"
"macrophage","LAIR1"
"macrophage","SDS"
"macrophage","HEXA"
"macrophage","DNASE2"
"macrophage","GPR34"
"macrophage","C3AR1"
"macrophage","HAMP"
"macrophage","FPR3"
"macrophage","MPP1"
"macrophage","C2"
"macrophage","SLAMF8"
"macrophage","HLA-DPB1"
"macrophage","LYZ"
"macrophage","S100A11"
"macrophage","CYBA"
"macrophage","CFD"
"macrophage","AIF1"
"macrophage","LST1"
"macrophage","G0S2"
"macrophage","TYMP"
"macrophage","IL1B"
"macrophage","C15orf48"
"macrophage","PLAUR"
"macrophage","HLA-DMB"
"macrophage","CXCL3"
"macrophage","SPI1"
"macrophage","MNDA"
"macrophage","ATP6V0B"
"macrophage","CPVL"
"macrophage","BRI3"
"macrophage","DOCK4"
"macrophage","CSTA"
"macrophage","IFI30"
"macrophage","MAFB"
"macrophage","IGSF6"
"macrophage","CXCL16"
"macrophage","CLEC7A"
"macrophage","HCK"
"macrophage","CD86"
"macrophage","LGALS9"
"macrophage","IL18"
"macrophage","NCF2"
"macrophage","SNX10"
"macrophage","FPR1"
"macrophage","CSF1R"
"macrophage","IL1RN"
"macrophage","CSF3R"
"macrophage","PILRA"
"macrophage","ATP6V1B2"
"macrophage","ADAP2"
"macrophage","VMO1"
"macrophage","FOLR2"
"macrophage","ADAMDEC1"
"macrophage","CLEC4E"
"macrophage","STAB1"
"macrophage","SIRPA"
"macrophage","LILRB3"
"macrophage","CCR1"
"macrophage","OSCAR"
"macrophage","HK3"
"macrophage","GPR84"
"macrophage","CD74"
"macrophage","SAT1"
"macrophage","HLA-DQB1"
"macrophage","HLA-DQA1"
"macrophage","CCL3"
"macrophage","S100A8"
"macrophage","MS4A6A"
"macrophage","RNASET2"
"macrophage","C1orf162"
"macrophage","YWHAH"
"macrophage","MARCKS"
"macrophage","RNF130"
"macrophage","CEBPB"
"macrophage","MMP9"
"macrophage","FGL2"
"macrophage","PLD3"
"macrophage","FBP1"
"macrophage","TNFSF13B"
"macrophage","PPT1"
"macrophage","LY86"
"macrophage","EREG"
"macrophage","OGFRL1"
"macrophage","CSF2RA"
"macrophage","AKR1B1"
"macrophage","TPP1"
"macrophage","LILRB2"
"macrophage","CLEC4A"
"macrophage","SLC31A2"
"macrophage","TREM1"
"macrophage","CLEC12A"
"macrophage","LRRC25"
"macrophage","SLC15A3"
"macrophage","CD33"
"macrophage","TLR2"
"macrophage","SLC38A6"
"macrophage","P2RY13"
"macrophage","S100A9"
"macrophage","SERPINA1"
"macrophage","A2M"
"macrophage","SOD2"
"macrophage","VAMP8"
"macrophage","CTSC"
"macrophage","NUPR1"
"macrophage","PLD4"
"macrophage","CTSH"
"macrophage","SLC8A1"
"macrophage","SGK1"
"macrophage","BCL2A1"
"macrophage","PLEK"
"macrophage","PLTP"
"macrophage","MPEG1"
"macrophage","BMP2K"
"macrophage","ALOX5"
"macrophage","MERTK"
"macrophage","ABCA1"
"macrophage","IL4I1"
"macrophage","LILRA5"
"macrophage","KYNU"
"macrophage","ZNF385A"
"macrophage","ITGAX"
"macrophage","SCIMP"
"macrophage","FUCA1"
"macrophage","LHFPL2"
"macrophage","ITGAM"
"macrophage","TFEC"
"macrophage","CD300LF"
"macrophage","ADORA3"
"macrophage","SIGLEC7"
"macrophage","PLXDC2"
"macrophage","RNASE6"
"macrophage","PRAM1"
"macrophage","CD180"
"macrophage","SIGLEC9"
"macrophage","TGFBI"
"macrophage","THEMIS2"
"macrophage","LRP1"
"macrophage","KCTD12"
"macrophage","C1orf54"
"macrophage","GAPT"
"macrophage","KCNMA1"
"macrophage","TBXAS1"
"macrophage","RAB20"
"macrophage","PTAFR"
"macrophage","LILRA2"
"macrophage","FN1"
"macrophage","CLEC10A"
"macrophage","CD1D"
"macrophage","TLR4"
"macrophage","KMO"
"macrophage","CCL4L2"
"macrophage","TMEM176B"
"macrophage","AXL"
"macrophage","CD300A"
"macrophage","CYP27A1"
"macrophage","PLBD1"
"macrophage","TMEM37"
"macrophage","RAB42"
"macrophage","SLC37A2"
"macrophage","ASGR1"
"macrophage","P2RY6"
"macrophage","FABP3"
"macrophage","CXCL2"
"macrophage","TMEM176A"
"macrophage","RAB32"
"macrophage","LILRB1"
"macrophage","RGS18"
"macrophage","DOK3"
"macrophage","ARL11"
"macrophage","CST3"
"macrophage","LYN"
"macrophage","OLFML3"
"macrophage","PTGS1"
"macrophage","TNFAIP2"
"macrophage","BST1"
"macrophage","TNNI2"
"macrophage","TMEM51"
"macrophage","ARRDC4"
"macrophage","SLC7A8"
"macrophage","TLR5"
"macrophage","CCL18"
"macrophage","HEXB"
"macrophage","ACP2"
"macrophage","BCAT1"
"macrophage","PLA2G15"
"macrophage","AP2S1"
"macrophage","LIMS1"
"macrophage","SLC16A3"
"macrophage","NINJ1"
"macrophage","CTSA"
"macrophage","PLAU"
"macrophage","LTA4H"
"macrophage","ATP6V0D1"
"macrophage","SOAT1"
"macrophage","TTYH3"
"macrophage","CCRL2"
"macrophage","SDSL"
"macrophage","MCOLN1"
"macrophage","SLC16A10"
"macrophage","COQ2"
"macrophage","GAL3ST4"
"macrophage","DLEU7"
"macrophage","OAZ1"
"macrophage","YBX1"
"macrophage","FABP5"
"macrophage","RAC1"
"macrophage","CXCL10"
"macrophage","PLIN2"
"macrophage","ARHGAP18"
"macrophage","GCHFR"
"macrophage","CD84"
"macrophage","FCGBP"
"macrophage","NUP214"
"macrophage","NAGK"
"macrophage","LPAR6"
"macrophage","PGD"
"macrophage","GNB4"
"macrophage","DMXL2"
"macrophage","CYFIP1"
"macrophage","RAP2B"
"macrophage","ACSL1"
"macrophage","GAA"
"macrophage","ACE"
"macrophage","AP1B1"
"macrophage","PLEKHO2"
"macrophage","MMP19"
"macrophage","FKBP15"
"macrophage","NCEH1"
"macrophage","P2RX4"
"macrophage","NR1H3"
"macrophage","SLC31A1"
"macrophage","CEBPA"
"macrophage","ZMYND15"
"macrophage","SLC12A5"
"macrophage","FCN1"
"macrophage","RENBP"
"macrophage","APOBEC3A"
"macrophage","IGSF21"
"macrophage","EPHB2"
"macrophage","DNAJC5B"
"macrophage","LGALS2"
"macrophage","RETN"
"macrophage","SCARF1"
"macrophage","CD93"
"macrophage","FGR"
"macrophage","SIGLEC10"
"macrophage","NFAM1"
"macrophage","CARD9"
"macrophage","ME1"
"macrophage","CCL2"
"macrophage","ACVRL1"
"macrophage","LPL"
"macrophage","B3GNT7"
"macrophage","WDFY4"
"macrophage","EBI3"
"macrophage","TRPM2"
"macrophage","CXCL12"
"macrophage","BTK"
"macrophage","FGD2"
"macrophage","STAC3"
"macrophage","C19orf38"
"macrophage","ITGB5"
"macrophage","TM6SF1"
"macrophage","DSC2"
"macrophage","HPSE"
"macrophage","TMEM86A"
"macrophage","CD36"
"macrophage","NLRP3"
"macrophage","IL10"
"macrophage","THBD"
"macrophage","SDC2"
"macrophage","SDC3"
"macrophage","ANPEP"
"macrophage","EPB41L3"
"macrophage","ABCC3"
"macrophage","RIN2"
"macrophage","DAPK1"
"macrophage","NRP2"
"macrophage","IRAK3"
"macrophage","BHLHE41"
"macrophage","HK2"
"macrophage","ALDH1A1"
"macrophage","MMP14"
"macrophage","PTGS2"
"macrophage","ST3GAL6"
"macrophage","NRP1"
"macrophage","SYK"
"macrophage","MITF"
"macrophage","LPCAT2"
"macrophage","CXorf21"
"macrophage","FCHO2"
"macrophage","SPRED1"
"macrophage","FAM20C"
"macrophage","VASH1"
"macrophage","HOMER3"
"macrophage","PYGL"
"macrophage","CCL20"
"macrophage","ATP6V0E1"
"macrophage","ATOX1"
"macrophage","ATP6AP1"
"macrophage","DRAM1"
"macrophage","MT1G"
"macrophage","POMP"
"macrophage","AKR1A1"
"macrophage","ARRB2"
"macrophage","RB1"
"macrophage","SLC40A1"
"macrophage","LACTB"
"macrophage","MFSD12"
"macrophage","EMILIN2"
"macrophage","TMEM251"
"macrophage","SLC35F6"
"macrophage","ETV5"
"macrophage","CACNA2D4"
"macrophage","CMKLR1"
"macrophage","SLC29A3"
"macrophage","LACC1"
"macrophage","CHST13"
"macrophage","ZNF804A"
"macrophage","ARHGAP22"
"macrophage","ZGLP1"
"macrophage","LINC00937"
"macrophage","GAS2L3"
"macrophage","ARHGEF11"
"macrophage","TSPAN33"
"macrophage","SLC36A1"
"macrophage","HGF"
"macrophage","SLC46A1"
"macrophage","CCL4"
"macrophage","PTPRO"
"macrophage","BLNK"
"macrophage","MMP2"
"macrophage","RTN1"
"macrophage","HLA-DOA"
"macrophage","KCNMB1"
"macrophage","HHEX"
"macrophage","ALDH3B1"
"macrophage","TLR1"
"macrophage","FRMD4A"
"macrophage","LMO2"
"macrophage","RNF144B"
"macrophage","CD72"
"macrophage","APOBR"
"macrophage","PKIB"
"macrophage","FMNL2"
"macrophage","PDK4"
"macrophage","AOAH"
"macrophage","FGD4"
"macrophage","PIK3AP1"
"macrophage","ADAM9"
"macrophage","NOP10"
"macrophage","LAP3"
"macrophage","VPS29"
"macrophage","CNDP2"
"macrophage","TFRC"
"macrophage","SDHB"
"macrophage","FUOM"
"macrophage","ARL8B"
"macrophage","STX4"
"macrophage","IL10RB"
"macrophage","TFPT"
"macrophage","CREBL2"
"macrophage","MKNK1"
"macrophage","GNPDA1"
"macrophage","IFIH1"
"macrophage","REEP4"
"macrophage","MMD"
"macrophage","RILP"
"macrophage","SCO1"
"macrophage","HSD3B7"
"macrophage","TMEM106A"
"macrophage","PI4K2A"
"macrophage","WDR81"
"macrophage","GBGT1"
"macrophage","PNPO"
"macrophage","TOMM40L"
"macrophage","SLC25A30"
"macrophage","DCLRE1B"
"macrophage","ACRBP"
"macrophage","FUT4"
"macrophage","STAC"
"macrophage","VSIG10L"
"macrophage","PRSS36"
"macrophage","SLC39A8"
"macrophage","STX6"
"macrophage","AP5B1"
"macrophage","UAP1L1"
"macrophage","NEU3"
"macrophage","SCN1B"
"macrophage","HESX1"
"macrophage","RAB39A"
"macrophage","KCNC3"
"macrophage","ZBED3-AS1"
"macrophage","PTCRA"
"macrophage","GPBAR1"
"macrophage","COLEC12"
"macrophage","HSD17B14"
"macrophage","P2RY11"
"macrophage","DTWD2"
"macrophage","POLR2J2"
"macrophage","CLDN23"
"macrophage","ZP3"
"macrophage","FRAT1"
"macrophage","NRIP3"
"macrophage","RBAK"
"macrophage","DNAAF1"
"macrophage","L3MBTL4"
"macrophage","TMEM255B"
"macrophage","TMEM163"
"macrophage","KCNQ3"
"macrophage","SYT17"
"macrophage","CENPE"
"macrophage","STARD5"
"macrophage","SBF2-AS1"
"macrophage","CCDC61"
"macrophage","CD163L1"
"macrophage","PLB1"
"macrophage","FOXRED2"
"macrophage","C19orf54"
"macrophage","B3GNT8"
"macrophage","RAB3IL1"
"macrophage","MACC1"
"macrophage","STEAP3"
"macrophage","IGF1"
"macrophage","IL2RA"
"macrophage","P2RX7"
"macrophage","ASCL2"
"macrophage","ADAMTSL4"
"macrophage","S100B"
"macrophage","OSM"
"macrophage","SCD"
"macrophage","LTC4S"
"macrophage","LAT2"
"macrophage","ADM"
"macrophage","ADAM28"
"macrophage","RBM47"
"macrophage","ST14"
"macrophage","IRF8"
"macrophage","CPM"
"macrophage","OTUD1"
"macrophage","SERPING1"
"macrophage","HBEGF"
"malignant cell","KRT19"
"malignant cell","S100P"
"malignant cell","KRT8"
"malignant cell","EPCAM"
"malignant cell","ATP1B1"
"malignant cell","MUC1"
"malignant cell","SERINC2"
"malignant cell","RAB25"
"malignant cell","STARD10"
"malignant cell","KRTCAP3"
"malignant cell","UQCRQ"
"malignant cell","SPINT2"
"malignant cell","MGST1"
"malignant cell","NDUFB9"
"malignant cell","NQO1"
"malignant cell","PCBD1"
"malignant cell","SLC44A4"
"malignant cell","SPINT1"
"malignant cell","DHCR24"
"malignant cell","STAP2"
"malignant cell","CKMT1B"
"malignant cell","SEC61G"
"malignant cell","MIF"
"malignant cell","COX6A1"
"malignant cell","CYB5A"
"malignant cell","LGALS4"
"malignant cell","SDC1"
"malignant cell","EIF4EBP1"
"malignant cell","MRPL14"
"malignant cell","BNIP3"
"malignant cell","HILPDA"
"malignant cell","TMEM141"
"malignant cell","PAFAH1B3"
"malignant cell","DDR1"
"malignant cell","CXADR"
"malignant cell","PYCR1"
"malignant cell","SEZ6L2"
"malignant cell","TM4SF4"
"malignant cell","TCEA3"
"malignant cell","ABHD11"
"malignant cell","TOX3"
"malignant cell","CA9"
"malignant cell","CAMSAP3"
"malignant cell","CTNND2"
"malignant cell","NDUFA4L2"
"malignant cell","P4HB"
"malignant cell","PERP"
"malignant cell","CKB"
"malignant cell","PRDX2"
"malignant cell","TPD52"
"malignant cell","DDT"
"malignant cell","TNFRSF12A"
"malignant cell","SCD"
"malignant cell","EFNA1"
"malignant cell","ERBB3"
"malignant cell","TMED3"
"malignant cell","PTPRF"
"malignant cell","AP1S1"
"malignant cell","HDGF"
"malignant cell","IRX3"
"malignant cell","NR2F6"
"malignant cell","CMBL"
"malignant cell","TMEM97"
"malignant cell","OCLN"
"malignant cell","ASPHD1"
"malignant cell","RAC3"
"malignant cell","IRX5"
"malignant cell","CGREF1"
"malignant cell","MAPK8IP2"
"malignant cell","GAPDH"
"malignant cell","MDK"
"malignant cell","TXN"
"malignant cell","DSTN"
"malignant cell","SERPINA1"
"malignant cell","PPDPF"
"malignant cell","PRDX4"
"malignant cell","CHCHD2"
"malignant cell","NUPR1"
"malignant cell","MARCKSL1"
"malignant cell","PPP1R14B"
"malignant cell","S100A13"
"malignant cell","PCSK1N"
"malignant cell","CCND1"
"malignant cell","CYC1"
"malignant cell","TRAF4"
"malignant cell","NHP2"
"malignant cell","FHL2"
"malignant cell","EIF6"
"malignant cell","SDC4"
"malignant cell","PFN2"
"malignant cell","GCSH"
"malignant cell","FABP6"
"malignant cell","NOS1AP"
"malignant cell","LSR"
"malignant cell","CAMK2N1"
"malignant cell","JUP"
"malignant cell","LMO7"
"malignant cell","KLF5"
"malignant cell","PPP1R16A"
"malignant cell","RHPN2"
"malignant cell","CLGN"
"malignant cell","ONECUT2"
"malignant cell","SYT7"
"malignant cell","MANEAL"
"malignant cell","RARRES2"
"malignant cell","NOVA1"
"malignant cell","TPM1"
"malignant cell","LGALS3BP"
"malignant cell","PEBP1"
"malignant cell","IGFBP2"
"malignant cell","TSPAN13"
"malignant cell","CD151"
"malignant cell","EMP2"
"malignant cell","PHLDA2"
"malignant cell","PGRMC1"
"malignant cell","HEBP2"
"malignant cell","BLVRB"
"malignant cell","ROMO1"
"malignant cell","POLR2I"
"malignant cell","NENF"
"malignant cell","ARPC1A"
"malignant cell","ENAH"
"malignant cell","ANXA4"
"malignant cell","TIMM13"
"malignant cell","LSM4"
"malignant cell","SMS"
"malignant cell","CCT6A"
"malignant cell","LAPTM4B"
"malignant cell","CTTN"
"malignant cell","GOLM1"
"malignant cell","ERRFI1"
"malignant cell","MRPS26"
"malignant cell","MYO1B"
"malignant cell","TMEM9"
"malignant cell","FNBP1L"
"malignant cell","VGF"
"malignant cell","TOM1L1"
"malignant cell","ABCC3"
"malignant cell","SHANK2"
"malignant cell","DSC2"
"malignant cell","GALE"
"malignant cell","C6orf132"
"malignant cell","GSTO2"
"malignant cell","PCLO"
"malignant cell","CRYAB"
"malignant cell","CALD1"
"malignant cell","PRDX5"
"malignant cell","ADIRF"
"malignant cell","CD9"
"malignant cell","NCAM1"
"malignant cell","C15orf48"
"malignant cell","TPI1"
"malignant cell","NDUFA4"
"malignant cell","PTMS"
"malignant cell","MGST3"
"malignant cell","YWHAE"
"malignant cell","TJP1"
"malignant cell","RAB13"
"malignant cell","ANAPC11"
"malignant cell","TBCA"
"malignant cell","PON2"
"malignant cell","GDF15"
"malignant cell","EPHX1"
"malignant cell","ALDH7A1"
"malignant cell","SORBS2"
"malignant cell","PSMB5"
"malignant cell","RAMP1"
"malignant cell","RND3"
"malignant cell","RCN1"
"malignant cell","THSD7A"
"malignant cell","MYO6"
"malignant cell","CDH2"
"malignant cell","FARP1"
"malignant cell","EI24"
"malignant cell","DDAH1"
"malignant cell","IDH1"
"malignant cell","TSPAN6"
"malignant cell","GNG12"
"malignant cell","FKBP9"
"malignant cell","PARVA"
"malignant cell","PAICS"
"malignant cell","ECI1"
"malignant cell","SORD"
"malignant cell","MACROD1"
"malignant cell","BMP7"
"malignant cell","AK4"
"malignant cell","PCDH1"
"malignant cell","EPB41L4B"
"malignant cell","IGF2BP3"
"malignant cell","CLU"
"malignant cell","NRCAM"
"malignant cell","CNN3"
"malignant cell","PRUNE2"
"malignant cell","DCLK1"
"malignant cell","PCDH7"
"malignant cell","BAALC"
"malignant cell","NCKAP1"
"malignant cell","MID1"
"malignant cell","PLEKHA6"
"malignant cell","KIAA1549"
"malignant cell","PROX1"
"malignant cell","FGF13"
"malignant cell","LONRF2"
"malignant cell","PTN"
"malignant cell","SLC9A3R2"
"malignant cell","C1orf61"
"malignant cell","TEAD1"
"malignant cell","C9orf116"
"malignant cell","NR2F1"
"malignant cell","PTGR1"
"malignant cell","SYBU"
"malignant cell","TMEM37"
"malignant cell","SERTAD4"
"malignant cell","EPHB2"
"malignant cell","PTPN3"
"malignant cell","FZD5"
"malignant cell","PARD3"
"malignant cell","KAZN"
"malignant cell","DTNA"
"malignant cell","APP"
"malignant cell","NFIB"
"malignant cell","TMEM176B"
"malignant cell","BRI3"
"malignant cell","TMEM176A"
"malignant cell","PPP1R9A"
"malignant cell","MACROD2"
"malignant cell","MAGI1"
"malignant cell","ASPH"
"malignant cell","PLCB4"
"malignant cell","VEGFA"
"malignant cell","TUSC3"
"malignant cell","RBM47"
"malignant cell","CDS1"
"malignant cell","EFNA5"
"malignant cell","WWC1"
"malignant cell","SOX11"
"malignant cell","PRKAA2"
"malignant cell","TSPAN12"
"malignant cell","ENHO"
"malignant cell","SPR"
"malignant cell","SHC2"
"malignant cell","AMOTL2"
"malignant cell","KCNS3"
"malignant cell","MEX3A"
"malignant cell","ABLIM3"
"malignant cell","PACSIN3"
"malignant cell","PDE4C"
"malignant cell","TEAD3"
"malignant cell","DBNDD1"
"malignant cell","MAP2"
"malignant cell","LINC00511"
"malignant cell","ARHGEF10L"
"malignant cell","NES"
"malignant cell","SNX7"
